100
64
3.000000	0.000000	0.000000	0.000000	1.000000	0.000000
3.000000	1.000000	0.000000	0.000000	1.000000	0.000000
3.000000	2.000000	0.000000	0.000000	1.000000	0.000000
3.000000	3.000000	0.000000	0.000000	1.000000	0.000000
3.000000	4.000000	0.000000	0.000000	1.000000	0.000000
3.000000	5.000000	0.000000	0.000000	1.000000	0.000000
3.000000	6.000000	0.000000	0.000000	1.000000	0.000000
3.000000	7.000000	0.000000	0.000000	1.000000	0.000000
4.000000	0.000000	0.000000	0.000000	1.000000	0.000000
4.000000	1.000000	0.000000	0.000000	1.000000	0.000000
4.000000	2.000000	0.000000	0.000000	1.000000	0.000000
4.000000	3.000000	0.000000	0.000000	1.000000	0.000000
4.000000	4.000000	0.000000	0.000000	1.000000	0.000000
4.000000	5.000000	0.000000	0.000000	1.000000	0.000000
4.000000	6.000000	0.000000	0.000000	1.000000	0.000000
4.000000	7.000000	0.000000	0.000000	1.000000	0.000000
5.000000	0.000000	0.000000	0.000000	1.000000	0.000000
5.000000	1.000000	0.000000	0.000000	1.000000	0.000000
5.000000	2.000000	0.000000	0.000000	1.000000	0.000000
5.000000	3.000000	0.000000	0.000000	1.000000	0.000000
5.000000	4.000000	0.000000	0.000000	1.000000	0.000000
5.000000	5.000000	0.000000	0.000000	1.000000	0.000000
5.000000	6.000000	0.000000	0.000000	1.000000	0.000000
5.000000	7.000000	0.000000	0.000000	1.000000	0.000000
6.000000	0.000000	0.000000	0.000000	1.000000	0.000000
6.000000	1.000000	0.000000	0.000000	1.000000	0.000000
6.000000	2.000000	0.000000	0.000000	1.000000	0.000000
6.000000	3.000000	0.000000	0.000000	1.000000	0.000000
6.000000	4.000000	0.000000	0.000000	1.000000	0.000000
6.000000	5.000000	0.000000	0.000000	1.000000	0.000000
6.000000	6.000000	0.000000	0.000000	1.000000	0.000000
6.000000	7.000000	0.000000	0.000000	1.000000	0.000000
7.000000	0.000000	0.000000	0.000000	1.000000	0.000000
7.000000	1.000000	0.000000	0.000000	1.000000	0.000000
7.000000	2.000000	0.000000	0.000000	1.000000	0.000000
7.000000	3.000000	0.000000	0.000000	1.000000	0.000000
7.000000	4.000000	0.000000	0.000000	1.000000	0.000000
7.000000	5.000000	0.000000	0.000000	1.000000	0.000000
7.000000	6.000000	0.000000	0.000000	1.000000	0.000000
7.000000	7.000000	0.000000	0.000000	1.000000	0.000000
8.000000	0.000000	0.000000	0.000000	1.000000	0.000000
8.000000	1.000000	0.000000	0.000000	1.000000	0.000000
8.000000	2.000000	0.000000	0.000000	1.000000	0.000000
8.000000	3.000000	0.000000	0.000000	1.000000	0.000000
8.000000	4.000000	0.000000	0.000000	1.000000	0.000000
8.000000	5.000000	0.000000	0.000000	1.000000	0.000000
8.000000	6.000000	0.000000	0.000000	1.000000	0.000000
8.000000	7.000000	0.000000	0.000000	1.000000	0.000000
9.000000	0.000000	0.000000	0.000000	1.000000	0.000000
9.000000	1.000000	0.000000	0.000000	1.000000	0.000000
9.000000	2.000000	0.000000	0.000000	1.000000	0.000000
9.000000	3.000000	0.000000	0.000000	1.000000	0.000000
9.000000	4.000000	0.000000	0.000000	1.000000	0.000000
9.000000	5.000000	0.000000	0.000000	1.000000	0.000000
9.000000	6.000000	0.000000	0.000000	1.000000	0.000000
9.000000	7.000000	0.000000	0.000000	1.000000	0.000000
10.000000	0.000000	0.000000	0.000000	1.000000	0.000000
10.000000	1.000000	0.000000	0.000000	1.000000	0.000000
10.000000	2.000000	0.000000	0.000000	1.000000	0.000000
10.000000	3.000000	0.000000	0.000000	1.000000	0.000000
10.000000	4.000000	0.000000	0.000000	1.000000	0.000000
10.000000	5.000000	0.000000	0.000000	1.000000	0.000000
10.000000	6.000000	0.000000	0.000000	1.000000	0.000000
10.000000	7.000000	0.000000	0.000000	1.000000	0.000000
new step
3.000000	0.100000	0.000000	-0.328535	0.682576	0.000000
3.000000	1.100000	0.000000	-0.399249	0.841254	0.000000
3.000000	2.100000	0.000000	-0.425986	0.915379	0.000000
3.000000	3.100000	0.000000	-0.435321	0.970879	0.000000
3.000000	4.100000	0.000000	-0.433792	1.021992	0.000000
3.000000	5.100000	0.000000	-0.421099	1.077832	0.000000
3.000000	6.100000	0.000000	-0.390756	1.153597	0.000000
3.000000	7.100000	0.000000	-0.318103	1.315839	0.000000
4.000000	0.100000	0.000000	-0.161834	0.610238	0.000000
4.000000	1.100000	0.000000	-0.197298	0.806982	0.000000
4.000000	2.100000	0.000000	-0.216466	0.900673	0.000000
4.000000	3.100000	0.000000	-0.224108	0.967464	0.000000
4.000000	4.100000	0.000000	-0.223117	1.027926	0.000000
4.000000	5.100000	0.000000	-0.213517	1.095187	0.000000
4.000000	6.100000	0.000000	-0.192658	1.189992	0.000000
4.000000	7.100000	0.000000	-0.156347	1.388427	0.000000
5.000000	0.100000	0.000000	-0.084354	0.580415	0.000000
5.000000	1.100000	0.000000	-0.100863	0.787252	0.000000
5.000000	2.100000	0.000000	-0.111257	0.890664	0.000000
5.000000	3.100000	0.000000	-0.115777	0.964946	0.000000
5.000000	4.100000	0.000000	-0.115159	1.032017	0.000000
5.000000	5.100000	0.000000	-0.109469	1.106641	0.000000
5.000000	6.100000	0.000000	-0.098141	1.210734	0.000000
5.000000	7.100000	0.000000	-0.081139	1.418486	0.000000
6.000000	0.100000	0.000000	-0.027970	0.568608	0.000000
6.000000	1.100000	0.000000	-0.032802	0.778648	0.000000
6.000000	2.100000	0.000000	-0.035913	0.885955	0.000000
6.000000	3.100000	0.000000	-0.037205	0.963789	0.000000
6.000000	4.100000	0.000000	-0.036818	1.034151	0.000000
6.000000	5.100000	0.000000	-0.034800	1.112205	0.000000
6.000000	6.100000	0.000000	-0.031118	1.219926	0.000000
6.000000	7.100000	0.000000	-0.025958	1.430499	0.000000
7.000000	0.100000	0.000000	0.023151	0.568608	0.000000
7.000000	1.100000	0.000000	0.028156	0.778810	0.000000
7.000000	2.100000	0.000000	0.031727	0.886227	0.000000
7.000000	3.100000	0.000000	0.033633	0.964103	0.000000
7.000000	4.100000	0.000000	0.033882	1.034454	0.000000
7.000000	5.100000	0.000000	0.032441	1.112469	0.000000
7.000000	6.100000	0.000000	0.029242	1.220142	0.000000
